| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Acrylate, di-, nickel | Methacrylate, di-, dicyclo-pentadienyltitanium | 0.95 |  | 0.65 |  |  | 876 |
|  | Styrene | 0.53 | 0.06 | 1.83 | 0.02 | N | 829 |
| Acrylate, dibutylchlorotin | Acrylate, methyl | 0.09 |  | 0.81 |  |  | 659 |
| Acrylate, diethylaluminum | Styrene | 0.046 | 0.035 | -0.002 | 0.016 | Y | 652 |
| Acrylate, diethylaluminum | Styrene |  |  |  |  | Y | 652 |
| Acrylate, ethyl | Acrylonitrile | 0.81 | 0.27 | 1.16 | 0.78 | N | 198, 389 |
|  | Ethylene, 1,1-diphenyl- | 0.8 |  | 0.5 |  |  | 65 |
|  | N-(2-methacryloyloxy)ethyl |  |  |  |  |  |  |
| Acrylate, ethyl | Methacrylic acid |  |  |  |  | N | 1065 |
| Acrylate, ethyl | Propanesulfonate, 3-[diethyl-2-(2-methacryloyloxyethoxy)]ethyl | 3.97 | 1.03 | 0.19 | 0.02 | Y | 962 |
| Acrylate, ethyl | Pyridine, 2-vinyl- | 0.21 | 0.06 | 2.25 | 0.1 | N | 250, 832 |
| Acrylate, ethyl | Pyrimid-2-one, 1,3-divinylhexahydro- | 0.59 | 0.13 | -0.05 | 0.03 | N | 800 |
| Acrylate, ethyl | Styrene | 0.152 |  | 0.787 |  |  | 673, 677 |
| Acrylate, ethyl | Styrene 3-tri-n-butylstannyl- | 10.4 |  | 0.01 |  |  | 985 |
| Acrylate, ethyl | Tropone, 2-methacryloyloxy- | 0.387 | 0.027 | 3.13 | 0.528 | Y | 1104 |
| Acrylate, ethyl | Vinylanthracene, 9- | 3.498 | 0.041 | 0.295 | 0.056 | Y | 123 |
| Acrylate, ferrocenylmethyl | Acrylate, methyl | 0.14 |  | 4.46 |  |  | 293 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Methacryloyloxy, 2-, benzoate, methyl | 0.27 | 0.04 | 0.48 | 0.02 | N | 651 |
| Styrene | Methacryloyloxy, 4-,2,2,6,6-tetramethyl | 0.6 |  | 0.32 |  |  | 687 |
| Styrene | Naphthalene, 6-vinyl-2-tert-butyl | 0.616 | 0.069 | 1.014 | 0.244 |  | 806 |
| Styrene | Oct-1-ene, 4,8-dioxaspiro(2,5)- | 1.831 | 0.027 | 0.246 | 0.024 | Y | 838 |
| Styrene | Oct-1-ene, 6,6-dimethyl-4,8-dioxaspiro | 1.93 | 0.098 | 0.271 | 0.109 | Y | 838 |
| Styrene | Oxazoline, 2-, 2-isopropenyl-, 4,4-dimethyl | 0.55 |  | 0.68 |  |  | 596 |
| Styrene | Oxazoline, 2-, 4-acryloxymethyl-,2,4-dimethyl | 0.56 |  | 0.14 |  |  | 596 |
| Styrene | Penten, 2-, -4-one | 13.84 | 0.57 | -0.033 | 0.055 | Y | 112 |
| Styrene | Phosphazene, isopropenylpentafluoro- | 1.6 | 0.27 | -0.121 | 0.088 | Y | 765 |
| Styrene | Phosphonate, 2-(4-vinylphenyl)ethyl, diethyl | 0.55 |  | 1.36 |  |  | 796 |
| Styrene | Phosphonate, 4-vinylphenyl, diethyl | 0.7 |  | 1.4 |  |  | 796 |
| Styrene | Phosphonate, a-carbomethoxyvinyl-, diethyl | 3.88 |  | 0 |  |  | 684 |
| Styrene | Phosphonate, vinyl-, dimethyl |  |  |  |  | Y | 129 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Phosphonate, vinyl-, diphenyl | 1.74 | 0.16 | -0.38 | 0.29 | Y | 129 |  |
| Styrene | Phosphonate, vinyl-, dipropyl | 3.81 | 0.68 | -0.41 | 0.72 | Y | 129 |  |
| Styrene | Phthalimide, N-vinyl- | 6.27 | 0.66 | 0.07 | 0.11 | Y | 163 |  |
| Styrene | Propene, 2,3-dichloro- | 3.51 | 0.18 | 0.05 | 0.01 | N | 11 |  |
| Styrene | Propene, 2,3-dichloro- | 3 | 0.036 |  |  |  | 983 |  |
| Styrene | Propene, 2-chloro-3-hydroxy- | 12.5 | 0 |  |  |  | 445 |  |
| Styrene | Propene, 3,3,3-trichloro- | 6.9 | 0 |  |  |  | 402 |  |
| Styrene | Propene, 3-chloro-2-chloromethyl- | 3.37 | 0.73 | 0.01 | 0.1 |  | 806 |  |
| Styrene | Propneyl methyl ketone | 18.12 | 6.09 | 0.08 | 0.3 |  | 445 |  |
| Styrene | Propenyl, 2-chloro-, acetate | 4.1 | 0 |  |  |  | 445 |  |
| Styrene | Propenyl, 2-methyl, acetate | 71 | 0 |  |  |  | 470 |  |
| Styrene | Propiolactam, N-phenyl-a-methylene- | 0.626 | 0.025 | 0.406 | 0.106 | Y | 1002 |  |
| Styrene | Pyrazole, N-vinyl-3,5-dimethyl- | 8.663 | 0.196 | 0.049 | 0.011 |  | 806 |  |
| Styrene | Pyridazinone, 3-(2-vinyl)-6-methyl- | 0.9 | 0.03 | 0.85 | 0.05 | N | 340 |  |
| Styrene | Pyridazinone, 3-(2-vinyl)-6-methyl- | 5.92 | 0.1 | 0.13 | 0.03 | N | 340 |  |
| Styrene | Pyridine, 2-methyl-5-vinyl- | 0.74 | 0.03 | 0.75 | 0.08 | N | 232 |  |
| Styrene | Pyridine, 2-methyl-5-vinyl- | 0.6 |  | 0.68 |  |  | 500 |  |
| Styrene | Pyridine, 2-methyl-5-vinyl- | 0.72 | 1.2 |  |  |  | 514 |  |
| Styrene | Pyridine, 2-methyl-5-vinyl- | 0.73 | 0.03 | 0.78 | 0.23 | N | 56 |  |
| Styrene | Pyridine, 2-vinyl- | 0.46 | 0.15 | 0.75 | 0.32 | N | 231 |  |
| Styrene | Pyridine, 2-vinyl- | 0.5 |  | 1.27 |  |  | 41 |  |
| Styrene | Pyridine, 2-vinyl- | 0.55 | 1.81 |  |  |  | 456 |  |
| Styrene | Pyridine, 2-vinyl- | 0.57 | 1.33 |  |  |  | 499 |  |
| Styrene | Pyridine, 2-vinyl- | 0.55 | 1.14 |  |  |  | 532 |  |
| Styrene | Pyridine, 2-vinyl-5-ethyl- | 0.74 | 0.05 | 1.09 | 0.12 | N | 231 |  |
| Styrene | Pyridine, 3-ethynyl-6-methyl- | 2.3 | 0.15 |  |  |  | 784 |  |
| Styrene | Pyridine, 4-vinyl- | 0.52 | 0.07 | 0.69 | 0.16 | N | 231 |  |
| Styrene | Pyridine, 4-vinyl- | -0.73 | 1.09 | 1.04 | 0.22 | Y | 79 |  |
| Styrene | Pyridine, N-oxide-, 2-vinyl-5-ethyl- | 0.06 | 0.11 | 2.27 | 0.88 |  | 806 |  |
| Styrene | Pyrimidine, 2-N,N-dimethylamino- | 0.338 | 0.017 | 1.404 | 0.071 | Y | 243 |  |
| Styrene | Pyrimidine, 4-vinyl- | 0.219 | 0.095 | 2.38 | 1.06 | Y | 243 |  |
| Styrene | Pyrrolidone, 1-benzyl-3-methylene- | 0.555 | 0.053 | 0.71 | 0.17 | Y | 633 |  |
| 5-methyl | Styrene | Pyrrolidone, N-vinyl- | 17.2 | 1.55 | 0.057 | 0.028 | Y | 36 |
| Styrene | Quinoline, 2-vinyl- | 0.49 | 2.09 |  |  |  | 456 |  |
| Styrene | Quinoline, 2-vinyl- | 0.49 | 2.69 |  |  |  | 458 |  |
| Styrene | S-Ethyl N-vinyl-N-methylthiol-carbamate | 10 | 1.72 | -0.11 | 0.26 | Y | 197 |  |
| Styrene | S-Vinyl N,N-diethylthiolcarbamate | 4.45 | 0.48 | 0.1 | 0.34 | Y | 197 |  |
| Styrene | Silane, y-methacryloxypropyl- | 0.425 | 0.048 | 0.868 | 0.096 | Y | 977 |  |
| trimethoxy- | Styrene | Stilbene | 3.92 | 0.17 | 0 | 0.09 | N | 725 |
| Styrene | Styrene, 2,4-dibromo- | 0.14 | 1.61 | 0.91 | 2.88 |  | 806 |  |
| Styrene | Styrene, 2,5-dichloro- | 0.268 | 0.08 | 0.81 | 0.14 | Y | 14 |  |
| Styrene | Styrene, 2,5-dichloro- | 0.18 | 0.25 |  |  |  | 411 |  |
| Styrene | Styrene, 2,5-dichloro- | 0.23 |  | 2.2 |  |  | 419 |  |
| Styrene | Styrene, 2,5-dichloro- | 0.26 | 0.17 | 0.14 | 0.04 | N | 84 |  |
| Styrene | Styrene, 2,4,5-tribromo- | 0.23 |  | 2.78 |  |  | 1054 |  |
| Styrene | Styrene, 3-tri-n-butylstannyl- | 18.5 | 0.03 |  |  |  | 985 |  |
| Styrene | Styrene, 4-(1-butyldimethylsilyloxy)- | 0.877 | 0.351 | 0.863 | 0.193 | Y | 976 |  |
| Styrene | Styrene, 4-(trimethylsilyl)- | 0.48 | 0.28 |  |  |  | 1036 |  |
| Styrene | Styrene, 4-phenoxy- | 1.38 |  | 0.94 |  |  | 602 |  |
| Styrene | Styrene, a-(trimethylsilyloxy)- | 1.48 | 0 |  |  |  | 970 |  |
| Styrene | Styrene, a-methoxy- | 2.51 | 0.34 | 0.07 | 0.05 | N | 142 |  |
| Styrene | Styrene, a-methyl- | 1.21 | 0.41 | 0.14 | 0.06 | N | 171 |  |
| Styrene | Styrene, a-methyl- | 0.96 | 0.03 | 0.05 | 0.13 | N | 281 |  |
| Styrene | Styrene, a-methyl- | 1.09 | 0.3 |  |  |  | 281 |  |
| Styrene | Styrene, a-methyl- | 1.13 | 0.4 |  |  |  | 281 |  |
| 0.521 | 0.084 | Styrene | Styrene, a-methyl- | 1.08 | 0.11 | Y | 289 |  |
| Styrene | Styrene, a-methyl- | 1.12 | 0.63 |  |  |  | 289 |  |
| Styrene | Styrene, m-amino- | 1.04 | 1.16 |  |  |  | 775 |  |
| Styrene | Styrene, m-amino- | 0.786 | 0.01 | 1.18 | 0.007 | Y | 989 |  |
| Styrene | Styrene, m-bromo- | 0.5 | 1.6 |  |  |  | 168 |  |
| Styrene | Styrene, m-bromo- | 0.55 | 1.05 |  |  |  | 256 |  |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Styrene, m-nitro- | 0.279 | 0.055 | 0.5 | 0.14 | Y | 222 |
| Styrene | Styrene, m-sulfonic acid fluoride | 0.788 | 0.183 | 1.268 | 0.236 |  | 806 |
| Styrene | Styrene, p-2-methoxyphenyl ketone | 0.23 | 0.07 | 1.52 | 0.58 |  | 806 |
| Styrene | Styrene, p-4-methoxyphenyl ketone | 0.423 | 0.071 | 1.85 | 0.93 |  | 806 |
| Styrene | Styrene, p-2-(2-hydroxypropyl)- | 0.5 |  | 0.56 |  |  | 390 |
| Styrene | Styrene, p-2-(2-hydroxypropyl)- | 0.79 |  | 1.25 |  |  | 547 |
| Styrene | Styrene, p-bormo- | 0.69 |  | 1 |  |  | 554 |
| Styrene | Styrene, p-nitro- | 0.193 | 0.092 | 1.13 | 0.13 | Y | 256 |
| Styrene | Styrene, p-octylamine sulfonate | 0.7 |  | 2.7 |  |  | 817 |
| Styrene | Styrene, p-sulfonic acid fluoride | 0.171 | 0.045 | 1.372 | 0.188 |  | 806 |
| Styrene | Terpyridinyl, 4'-vinyl-2,2':6',2''- | 0.53 | 0.384 | 1.26 | 0.33 | N | 953 |
| Styrene | Tetrazole, 2-methyl-5-(4'-vinyl)phenyl- | 0.65 |  | 1.3 |  |  | 583 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Toluenesulfonamide, N,N-methyl-vinyl- | 5.6 | 1.13 | -0.58 | 0.44 | Y | 80 |
| Styrene | Triazine, 1,3,5-, 2-amino-4-(N-methyl-p-aminoanilino)- | 0.306 | 0.054 | 0.44 | 0.12 | Y | 364 |
| Styrene | Triazine, 1,3,5-, 2-amino-4-(N-methyl-p-nitroanilino)- | 0.169 | 0.013 | 1.676 | 0.065 | Y | 364 |
| Styrene | Triazine, 1,3,5-, 2-amino-4-(p-nitroanil)- | 0.257 | 0.062 | 0.91 | 0.18 | Y | 364 |
| Styrene | Triazine, 4,6-diamino-2-vinyl- | 1.104 | 0.157 | 0.538 | 0.141 |  | 806 |
| Styrene | Triazole, 1,2,3-, 1-p-bromophenyl-4-vi | 1.32 | 0.15 | 0.73 | 0.4 | Y | 670 |
| Styrene | Triazole, 1,2,3-, 4(5)-vinyl- | 1.48 | 0.12 | 0.52 | 0.26 | Y | 670 |
| Styrene | Valerolactone, a-methylen- | 0.097 |  | 1.42 |  |  | 919 |
| Styrene | Valerolactone, a-methylene- | 0.096 |  | 1.44 |  |  | 855 |
| Styrene | Vinyl 2-, 2-methyl-4,4,6-6-tetraphenyl-cyclotrisiloxane | 0.11 |  | 0.8 |  |  | 626 |
| Styrene | Vinyl 4, dithiobenzoate methylVinyl 4-chlorocyclohexyl ketone | 0.111 0.53 | 0.009 | 2.08 0.58 | 0.81 | Y | 697 668 |
| Styrene | Vinyl cymantrene | 2.324 | 0.06 | 0.096 | 0.014 | Y | 354 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Vinyl, 1-cyano, acetate | 0.181 | 0.409 | 0.147 | 0.033 |  | 806 |
| Styrene | Vinyl, 2-bromo, ethyl ether |  |  |  |  | Y | 194 |
| Styrene | Vinyl, p-benzylmethylcarbinol | 0.98 | 0.32 | 0.94 | 0.15 | Y | 48 |
| Styrene | Vinylacetophenone, p- | 0.246 | 0.072 | 1.12 | 0.42 | Y | 266 |
| Styrene | Vinylanthracene, 9- | 2.12 | 0.3 | 0.123 |  |  | 123 |
| Styrene | Vinylanthracene, 9- | 2.12 | 0.3 | 0.048 |  |  | 48 |
| Styrene | Vinylbenzoic acid, p- | 0.282 | 0.011 | 1.029 | 0.06 | Y | 266 |
| Styrene | Vinylene carbonate | 411 | 3.16 |  |  | Y | 103 |
| Styrene | Vinylene carbonate | 21.03 | 23.45 | -0.73 | 0.98 | Y | 120 |
| Monomer 1 | Monomer 2 | rx | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene | Vinylphenylpropanol, 2-p- | 0.48 | 0.3 | 0.41 | 0.4 | Y | 72 |
| Styrene | Vinyltrimethylsilane |  |  |  |  | Y | 482 |
| Styrene | Xanathate, 5-methacryloyl O-ethyl | 0.44 | 0.06 | 0.36 | 0.08 |  | 1086 |
| Styrene sulfonate, sodium salt | N-Vinylpyrrolidone | 7.19 |  | 0.084 |  |  | 939 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene, m-bromo- | Methacrylate, methyl |  |  |  |  | Y | 150 |
| Styrene, m-nitro- | Methacrylate, methyl | 0.8 | 0.32 | 0.35 | 0.11 | Y | 222 |
| Styrene, m-nitro- | Styrene | 0.5 | 0.14 | 0.279 | 0.055 | Y | 222 |
| Styrene, m-nitro- | Styrene, p-chloro- | 1.73 | 0.47 | 0.3 | 0.14 | Y | 222 |
| Styrene, m-sulfonic acid fluoride | Styrene | 1.268 | 0.236 | 0.788 | 0.183 |  | 806 |
| Styrene, p-2-methoxyphenyl ketone | Styrene | 1.52 | 0.58 | 0.23 | 0.07 |  | 806 |
| Styrene, p-1-(2-hydroxybutyl)- | Acrylate, butyl | 0.4 |  | 0.17 |  |  | 548 |
| Styrene, p-1-(2-hydroxybutyl)- | Acrylate, methyl | 0.48 |  | 0.18 |  |  | 548 |
| Styrene, p-1-(2-hydroxybutyl)- | Acrylonitrile | 0.31 |  | 0.04 |  |  | 548 |
| Styrene, p-2-(2-hydroxypropyl)- | Acrylonitrile | 0.41 |  | 0.05 |  |  | 547 |
| Styrene, p-2-(2-hydroxypropyl)- | Styrene | 0.56 |  | 0.5 |  |  | 390 |
| Styrene, p-2-(2-hydroxypropyl)- | Styrene | 1.25 |  | 0.79 |  |  | 547 |
| Styrene, p-2-(2-hydroxypropyl)- | Styrene, p-chloro- | 0.53 |  | 1.24 |  |  | 547 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene, p-4-methoxyphenyl ketone | Styrene | 1.85 | 0.93 | 0.423 | 0.071 |  | 806 |
| Styrene, p-N,N-dimethylaminomethyl- | Benzophenone, p-vinyl | 0.26 | 0.017 | 2.54 | 0.136 | Y | 86 |
| Styrene, p-chloro- | Styrene, m-nitro- | 0.3 | 0.14 | 1.73 | 0.47 | Y | 222 |
| Styrene, p-chloro- | Styrene, p-2-(2-hydroxypropyl)- | 1.24 |  | 0.53 |  |  | 547 |
| Styrene, p-chloro- | Vinyl, p-, benzylmethylcarbinol | 1 |  | 1 |  | Y | 48 |
| Styrene, p-chloromethyl- | Phosphazene, isopropenylpentafluoro- | 1.64 | 0.58 | -0.048 | 0.067 | Y | 765 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Styrene, p-formyl- | Styrene | 3 | 0.2 |  |  |  | 956 |
| Styrene, p-methoxy- | Acrylate, methyl | 2 |  |  |  |  | 558 |
| Styrene, p-methoxy- | Methacrylate, methyl | 0.32 | 0.29 |  |  |  | 128 |
| Styrene, p-methoxy- | Styrene | 0.79 | 1.05 |  |  |  | 535 |
| Styrene, p-methyl- | Acrylate, methyl | 1.54 | 0.17 |  |  |  | 558 |
| Styrene, p-methyl- | Acrylonitrile | 0.33 | 0.05 |  |  |  | 378 |
| Styrene, p-methyl- | Methacrylate, methyl | 0.44 |  |  |  |  | 256 |
| Styrene, p-methyl- | Styrene, p-chloro- | 0.61 | 1.15 |  |  |  | 256 |
| Styrene, p-methyl- | Vinyl methyl sulfoxide | 2.73 | 0.01 |  |  |  | 737 |
| Styrene, p-nitro- | Styrene | 1.13 | 0.13 | 0.193 | 0.092 | Y | 256 |
| Styrene, p-octylamine sulfonate | Acrylate, butyl | 2.3 | 0.3 |  |  |  | 817 |
| Styrene, p-octylamine sulfonate | Methacrylate, butyl | 1.5 | 0.7 |  |  |  | 817 |
| Styrene, p-octylamine sulfonate | Methacrylate, methyl | 2.6 | 0.6 |  |  |  | 817 |
| Styrene, p-octylamine sulfonate | Styrene | 2.7 | 0.7 |  |  |  | 817 |
| Styrene, p-sulfonic acid fluoride | Styrene | 1.372 | 0.188 | 0.171 | 0.045 |  | 806 |
| Styrene, p-tert-butyl- | Methacrylate, methyl | 0.5 | 0.44 |  |  |  | 634 |
| Styrene, p-trimethoxysilyl- | Imidazole, N-vinyl- | 6.9 | 0.002 |  |  |  | 1095 |
| Styrene, pentachloro- | Vinyl chloride | 5.3 | 0.43 |  |  |  | 516 |
| Styrene, tert-butoxy- | Fumarate, dibutyl | 0.18 | 0.01 |  |  |  | 1077 |
| Styrenesulfonate, p-, sodium | Acrolein | 0.047 | 0.071 | 0.26 | 0.16 | Y | 57 |
| Styrenesulfonate, p-, sodium | Acrolein | 0.327 | 0.033 | 0.395 | 0.092 | Y | 57 |
| Styrenesulfonate, p-, sodium | Acrolein | 0.01 | 0.009 | 0.113 | 0.018 | Y | 57 |
| Styrenesulfonate, p-, sodium | Acrylate, α-chloro-, sodium | 1.44 | 0.31 | 0.27 | 0.06 | Y | 834 |
| Succinamate, potassium N-vinyl- | Methacrylate, methyl | -0.02 | 0.12 | 1.1 | 0.17 | Y | 771 |
| Succinimide, N-vinyl- | Acrylamide | 0.17 | 1.86 |  |  |  | 600 |
| Succinimide, N-vinyl- | Acrylate, butyl | 0.15 | 1.54 |  |  |  | 789 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Sulfonate, 2-acrylamido- | Acrylamide, N,N-dimethyl- | 0.162 | 0.949 | 1.108 | 0.59 | Y | 857 |
| 2-methylpropane-, sodium |  |  |  |  |  |  |  |
| Sulfonic acid, o-methacryloylamino- | Methacrylic acid | 0.217 | 0.122 | 0.203 | 0.067 | Y | 1006 |
| benzene |  |  |  |  |  |  |  |
| Sulfonic acid, o-methacryloylamino- | Methacrylic acid | 0.523 | 0.195 | 0.188 | 0.076 | Y | 1006 |
| benzene |  |  |  |  |  |  |  |
| Sulfonic acid, o-methacryloylamino- | Pyridine, 2-methyl-5-vinyl- | 1.83 | 0.218 | -0.002 | 0.031 | Y | 1006 |
| benzene |  |  |  |  |  |  |  |
| Sulfonic acid, p-methacryloylamino- | Methacrylic acid | 1.08 | 0.338 | 0.156 | 0.081 | Y | 1006 |
| benzene |  |  |  |  |  |  |  |
| Sulfonic acid, p-methacryloylamino- | Methacrylic acid | 1.65 | 0.27 | 0.155 | 0.052 | Y | 1006 |
| benzene |  |  |  |  |  |  |  |
| Sulfonic acid, p-methacryloylamino- | Pyridine, 2-methyl-5-vinyl- | 2.72 | 0.525 | -0.054 | 0.048 | Y | 1006 |
| benzene |  |  |  |  |  |  |  |
| Tetrazole, 2-methyl-5-(4'-vinyl)phenyl- | Acrylonitrile | 1.1 |  | 0.42 |  |  | 583 |
| Tetrazole, 2-methyl-5-(4'-vinyl)phenyl- | Styrene | 1.3 |  | 0.65 |  |  | 583 |
| Tetrazole, 2-methyl-5-(4'-vinyl)phenyl- | Vinylidene chloride | 1.9 |  | 0.13 |  |  | 583 |
| Thioindigoid | Methacrylate, butyl | 0.5 |  | 11.5 |  |  | 1007 |
| Titanium, dicylopentadienyl-, | Copper diacrylate | 0.89 |  | 1.09 |  |  | 895 |
| dimethacrylate |  |  |  |  |  |  |  |
| Titanium, dicylopentadienyl-, | Nickel diacrylate | 0.65 |  | 0.95 |  |  | 895 |
| dimethacrylate |  |  |  |  |  |  |  |
| Toluenesulfonamide, N,N-methyl-vinyl- | Acrylonitrile | 0.04 | 1.04 | 0.42 | 0.12 | Y | 80 |
| Toluenesulfonamide, N,N-methyl-vinyl- | Methacrylate methyl | -1.83 | 0.26 | 1.87 | 0.19 | Y | 80 |
| Toluenesulfonamide, N,N-methyl-vinyl- | Styrene | -0.58 | 0.44 | 5.6 | 1.13 | Y | 80 |
| Toluenesulfonamide, N,N-methyl-vinyl- | Vinyl butyl ether | -0.31 | 0.29 | 3.37 | 1.65 | Y | 80 |
| Triazine, 4,6-diamino-2-vinyl- | Styrene | 0.538 | 0.141 | 1.104 | 0.157 |  | 806 |
| Triazine, 1,3,5-2-amino-4-(N-methyl- | Styrene | 0.44 | 0.12 | 0.306 | 0.054 | Y | 364 |
| p-aminoanilino)-6-isopropenyl- |  |  |  |  |  |  |  |
| Triazine, 1,3,5-2-amino-4-(N-methyl- | Styrene | 1.676 | 0.065 | 0.169 | 0.013 | Y | 364 |
| p-aminoanilino)-6-isopropenyl- |  |  |  |  |  |  |  |
| Triazine, 1,3,5-2-amino-4- | Styrene | 0.91 | 0.18 | 0.257 | 0.062 | Y | 364 |
| (p-nitroanilino)-6-isopropenyl- |  |  |  |  |  |  |  |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Acrylate, ferrocenylmethyl | Maleic anhydride | -0.3 | 2.96 | 0.09 | 0.14 | Y | 325 |
| Acrylate, ferrocenylmethyl | Methacrylate, methyl | 0.024 | 0.064 | 2.8 | 0.19 | Y | 293 |
| Acrylate, ferrocenylmethyl | Methacrylate, methyl | 0.08 |  | 2.9 |  |  | 293 |
| Acrylate, ferrocenylmethyl | Styrene | -0.016 | 0.06 | 1.87 | 0.17 | Y | 293 |
| Acrylate, ferrocenylmethyl | Styrene | 0.02 |  | 2.3 |  |  | 293 |
| Acrylate, ferrocenylmethyl | Styrene | 0.02 |  | 2.5 |  |  | 576 |
| Acrylate, heptafluorobutyl | Methacrylate, methyl | 0.177 | 0.084 |  |  | Y | 206 |
| Acrylate, methyl | 2-Oxazolinium BF4, 3-methyl- | 0.096 | 0.057 | 0.251 | 0.483 | Y | 908 |
| Acrylate, methyl | 2-Oxazolinium, 2-isopropenyl- | 0.191 | 0.031 | 2.08 | 0.327 | Y | 908 |
| Acrylate, methyl | Acrylamide, N-propyl- | 1.2 | 0.26 |  |  |  | 730 |
| Acrylate, methyl | Acrylate, dibutylchlorotin | 0.81 | 0.09 |  |  |  | 659 |
| Acrylate, methyl | Acrylate, ferrocenylmethyl | 4.46 |  | 0.14 |  |  | 293 |
| Acrylate, methyl | Acrylate, tributyltin | 0.82 | 0.03 |  |  |  | 659 |
| Acrylate, methyl | Allyl chloride |  |  |  |  | Y | 204 |
| Acrylate, methyl | Allyl chloride | 5.45 | 0.07 |  |  |  | 437 |
| Acrylate, methyl | Allyl chloride | 9.1 | -0.02 |  |  |  | 437 |
| Monomer 1 | Monomer 2 | r1 | ±95% | r2 | ±95% | Conv. | Refs. |
| --- | --- | --- | --- | --- | --- | --- | --- |
| Triazine, 2-allyloxy-4,6-dichloro- | Pyrrolidone, N-vinyl- | 0.5 |  | 0.98 |  |  | 826 |
| Triazine, 4,6-diamino-2-vinyl- | Vinyl methyl ketone | 1.35 | 0.68 | 0.17 | 0.11 | Y | 243 |
| Triazole, 1,2,3-, 1-p-bromophenyl-4-vinyl- | Methacrylate, methyl | 0.266 | 0.058 | 0.832 | 0.022 | Y | 670 |
| Triazole, 1,2,3-, 1-p-bromophenyl-4-vinyl- | Styrene | 0.73 | 0.4 | 1.32 | 0.15 | Y | 670 |
| Triazole, 1,2,3-, 1-p-bromophenyl-4-vinyl- | Vinyl acetate | 42.47 | 9.84 | -0.011 | 0.008 | Y | 670 |
| Triazole, 1,2,3-, 4(5)-vinyl- | Methacrylate, methyl | 0.27 | 0.13 | 0.839 | 0.055 | Y | 670 |
| Triazole, 1,2,3-, 4(5)-vinyl- | Styrene | 0.52 | 0.26 | 1.48 | 0.12 | Y | 670 |
| Triazole, 1-N-vinyl-1,2,4- | Imidazole, 1-N-vinyl |  |  |  |  | N | 972 |
| Tropone, 2-methacryloyloxy- | Acrylate, ethyl | 3.13 | 0.528 | 0.387 | 0.027 | Y | 1104 |
| Urea, N-acryloyl-N'-benzoyl- | Methacrylate, methyl | 0.053 | 0.404 |  |  |  | 1090 |
| Urea, N-vinyl-N'-ethyl- | Vinyl acetate | 3.61 | 0.16 |  |  | Y | 683 |
| Urea, N-vinyl-N'-ethyl- | Vinyl acetate | 1.45 | 0.38 |  |  |  | 683 |
| Valerolactone, a-methylene- | Styrene | 1.42 | 0.097 |  |  |  | 919 |
| Valerolactone, a-methylene- | Styrene | 1.44 | 0.096 |  |  |  | 855 |
| Vinyl 12-ketostearate | Vinyl acetate | -0.28 | 0.18 |  |  | Y | 146 |
| Vinyl 12-ketostearate | Vinyl chloride | -0.01 | 0.03 |  |  | Y | 146 |
| Vinyl 2-bromo-ethyl ether | Styrene |  |  |  |  | Y | 194 |
| Vinyl 2-chlorocyclohexyl ketone | Maleic anhydride | 1.7 | 0.83 |  |  |  | 836 |
| Vinyl 2-chloroethyl ether | Acrylate, ethyl | 0 | 4.65 |  |  |  | 726 |
| Vinyl 2-chloroethyl ether | Acrylate, methyl | 0 | 3.27 |  |  |  | 726 |
| Vinyl 2-chloroethyl ether | Acrylonitrile | 0 | 1.09 |  |  |  | 597 |
| Vinyl 2-chloroethyl ether | Methacrylate, methyl | 0 | 18.8 |  |  |  | 597 |
